descripcion_limpia,categoria
Reparacion tuberia,Vivienda
Desayuno,Alimentacion
Didi food,Alimentacion
Materiales escolares,Educación
Seguro medico,Salud
Tienda de abarrotes,Alimentacion
Pantalon,Ocio
Frances,Educación
Pintura interiores,Vivienda
Cocina,Vivienda
Vitaminas,Salud
Pasaje,Transporte
Boleto de autobus,Transporte
mantenimiento edificio,Vivienda
Supermercado,Alimentacion
Uber viaje,Transporte
curso en linea,Educación
Seguro medico,Salud
Material didactico,Educación
Pago universidad,Educación
Cafe espresso,Alimentacion
Cable,Servicios
Dentista,Salud
Pizza,Alimentacion
Examen médico,Salud
Comida rápida,Alimentacion
Cafe de cafeteria,Alimentacion
Tren suburbano,Transporte
Tanque de gas,Servicios
Gasolinera,Transporte
Boleto teatro,Ocio
Cine,Ocio
muebles,Vivienda
Servicio medico,Salud
Suscripcion netflix,Ocio
Pago inscripción,Educación
Transporte publico,Transporte
Mantenimiento hogar,Vivienda
Material didactico,Educación
Mensualidad hipoteca,Vivienda
Mantenimiento servicio,Servicios
Seguro casa,Vivienda
PREMIUM,Transporte
Limpieza casa,Servicios
Pago renta,Vivienda
Natación,Ocio
cine,Ocio
Botanas,Alimentacion
Mantenimiento hogar,Vivienda
Matcha latte,Alimentacion
Tianguis,Alimentacion
Boleto de autobus,Transporte
analisis laboratorio,Salud
Pago CFE,Servicios
Pago de servicio,Servicios
libro,Ocio
Bolsa,Ocio
MEDICINA,Salud
FARMACIA,Salud
Compra ropa,Ocio
Electrodomesticos,Vivienda
playera,Ocio
MEDICO,Salud
Artículos para hogar,Vivienda
Mantenimiento servicio,Servicios
Inscripcion escuela,Educación
Museo,Ocio
Inscripcion escolar,Educación
Cita doctor,Salud
Pan,Alimentacion
Compra ropa,Ocio
Calzado,Ocio
camiseta,Ocio
Cablebus,Transporte
Despensa Walmart,Alimentacion
Boleto teatro,Ocio
Cafeteria,Alimentacion
Plomeria,Vivienda
Pastilla,Salud
Jarabe,Salud
Tutorías,Educación
Recibo de servicio,Servicios
Pago de gimnasio,Servicios
Compra útiles escolares,Educación
Medico,Salud
Servicio celular,Servicios
Cablebus,Transporte
Netflix,Ocio
Mantenimiento departamento,Vivienda
Odontólogo,Salud
Uber,Transporte
Hospitalización,Salud
Materiales escolares,Educación
Cafe de cafeteria,Alimentacion
Pago mensual renta,Vivienda
Despensa quincenal,Alimentacion
Recarga Telcel,Servicios
vegetales,Alimentacion
Decoración del hogar,Vivienda
Caseta,Transporte
analisis laboratorio,Salud
LABORATORIO,Salud
Kit de ducha,Ocio
Fibra óptica,Servicios
Hospitalización,Salud
Pago colegiatura,Educación
comida rapida,Alimentacion
Compra farmacia,Salud
Despensa mensual,Alimentacion
tianguis,Alimentacion
Clases idiomas,Educación
Libros de texto,Educación
taxi sitio,Transporte
Viaje Uber,Transporte
Compra libro escolar,Educación
Vestido,Ocio
Bolsa,Ocio
Electricidad,Servicios
Receta medica,Salud
Servicio de cable,Servicios
Pago de servicio,Servicios
Pago universidad,Educación
tortilleria,Alimentacion
Mensualidad hipoteca,Vivienda
Estudio médico,Salud
Uber eats,Alimentacion
Te,Alimentacion
Taxi de Sitio,Transporte
Pago telefonia,Servicios
pago cfe,Servicios
Curso online,Educación
Gimnasio,Servicios
streaming,Ocio
Antibióticos,Salud
Reparación electrodoméstico,Vivienda
Plan internet,Servicios
Boleto autobus,Transporte
Recibo de servicio,Servicios
Jugo,Alimentacion
Consulta con doctor,Salud
Viaje,Ocio
Cita medica,Salud
Pollo,Alimentacion
concierto,Ocio
Gym,Servicios
Supermercado,Alimentacion
Terapia fisica,Salud
FERRETERIA,Vivienda
Utensilios de cocina,Vivienda
despensa,Alimentacion
Estudio médico,Salud
Entrada evento,Ocio
pemex,Transporte
Fibra optica,Servicios
comida rapida,Alimentacion
Restaurante,Alimentacion
Utiles escolares,Educación
ferreteria,Vivienda
Parque de diversiones,Ocio
Utiles escolares,Educación
Cuota mantenimiento,Vivienda
Servicio de plomería,Vivienda
Seminario,Educación
Compra electrodomestico,Vivienda
Cablebus,Transporte
Curso de internet,Educación
Comida rápida,Alimentacion
Frances,Educación
Limpieza del hogar,Vivienda
Clase particular,Educación
Suscripcion de streaming,Servicios
Diplomado,Educación
Pasaje,Transporte
Pago celular mensual,Servicios
Abono hipoteca,Vivienda
Reparación de plomería,Vivienda
Reparación caldera,Servicios
Consulta dental,Salud
senderismo,Ocio
Pasaje tren,Transporte
Electrodoméstico,Vivienda
Cine,Ocio
Pan dulce,Alimentacion
Aretes,Ocio
Yogurt,Alimentacion
galleta,Alimentacion
Tarjeta Metro,Transporte
Pago de celular,Servicios
Consulta medica,Salud
Almuerzo,Alimentacion
Estudio médico,Salud
Servicio de limpieza,Servicios
Urgencias médicas,Salud
Plan de internet,Servicios
MAGNA,Transporte
Cafe,Alimentacion
Despensa mensual,Alimentacion
Farmacia del Ahorro,Salud
Crédito hipotecario,Vivienda
TELCEL,Servicios
gimnasio,Servicios
Artículos limpieza,Vivienda
Pago inscripción,Educación
Gasolinera,Transporte
Clases de idiomas,Educación
Pago gas natural,Servicios
senderismo,Ocio
Pantalón,Ocio
Diplomado,Educación
Odontologo,Salud
Servicio telefonico,Servicios
Visita turística,Ocio
dentista,Salud
Alquiler vivienda,Vivienda
Carniceria,Alimentacion
Mantenimiento departamento,Vivienda
Utensilios de cocina,Vivienda
Productos de cuidado personal,Ocio
Mochila,Ocio
Streaming,Servicios
Mochila,Ocio
UBER,Transporte
Cafeteria,Alimentacion
Estudio médico,Salud
Ferreteria,Vivienda
Pintura casa,Vivienda
Certificación,Educación
Mensualidad escuela,Educación
Pago Disney,Ocio
Streaming,Ocio
Boleto tren,Transporte
SACMEX,Servicios
libro,Ocio
Inglés,Educación
Congreso académico,Educación
Didi,Transporte
Tortilleria,Alimentacion
ferreteria,Vivienda
Hospitalizacion,Salud
Artículos limpieza,Vivienda
gasolina,Transporte
Vitaminas,Salud
UBER,Transporte
Boleto tren,Transporte
Crema facial,Ocio
Transporte público,Transporte
Seguro vivienda,Vivienda
Comida en restaurante,Alimentacion
Servicio celular,Servicios
Telcel,Servicios
consulta medica,Salud
Carga de gasolina,Transporte
Plan internet,Servicios
Cita medica,Salud
Pintura casa,Vivienda
Compra limpieza hogar,Vivienda
limpieza,Servicios
Pastilla,Salud
Médico,Salud
doctor,Salud
hipoteca,Vivienda
Farmacia similares,Salud
Recarga Metro,Transporte
TIANGUIS,Alimentacion
Uber Eats,Alimentacion
Viaje Didi,Transporte
Pago de Agua,Servicios
Pago de internet,Servicios
Productos de limpieza,Vivienda
Mensualidad del gimnasio,Servicios
Lacteos,Alimentacion
Utensilios cocina,Vivienda
Libros de texto,Educación
Viaje transporte,Transporte
Clase de baile,Ocio
Certificacion,Educación
Certificación,Educación
Cafetería local,Alimentacion
Entrada evento,Ocio
Muebles,Vivienda
Gasolina magna,Transporte
Mueble para sala,Vivienda
Yogurt,Alimentacion
comida,Alimentacion
Inscripción escolar,Educación
Boleto parque,Ocio
Metro,Transporte
Tortillas,Alimentacion
Compra de comida,Alimentacion
Hospitalización,Salud
UberEats,Alimentacion
dentista,Salud
Hobby,Ocio
Pan,Alimentacion
Tanque gasolina,Transporte
gasolina magna,Transporte
ESCUELA,Educación
Odontologo,Salud
Pintura interiores,Vivienda
Superercado,Alimentacion
Consola videojuego,Ocio
doctor,Salud
Tour ciudad,Ocio
Factura de agua,Servicios
Adornos hogar,Vivienda
Adornos hogar,Vivienda
servicio streaming,Servicios
Ferretería,Vivienda
Pago escuela,Educación
Consulta con doctor,Salud
Frutas y verduras,Alimentacion
Disney Plus,Ocio
Reparacion caldera,Servicios
Decoracion casa,Vivienda
Hospital,Salud
Compra de tortillas,Alimentacion
Tutor,Educación
Compra medicamento,Salud
Renta,Vivienda
Servicio streaming,Servicios
Psicólogo,Salud
Té y galletas,Alimentacion
Material educativo,Educación
Cablebus CDMX,Transporte
Tanque gasolina,Transporte
supermercadoDESPENSA,Alimentacion
Reparación electrodoméstico,Vivienda
Cuota mantenimiento,Vivienda
Mensualidad universidad,Educación
Análisis de laboratorio,Salud
Té y galletas,Alimentacion
libro,Ocio
UBER,Transporte
Servicio telefonico,Servicios
Seguro vivienda,Vivienda
Camiseta,Ocio
Mueble para sala,Vivienda
Reparacion plomeria,Vivienda
farmacia,Salud
Mensualidad universidad,Educación
Libro de texto,Educación
Boleto de cine,Ocio
Pintura,Vivienda
Jarabe,Salud
Medicinas,Salud
Supermercado,Alimentacion
Farmacia Guadalajara,Salud
Pago television por cable,Servicios
panaderia,Alimentacion
tortillas,Alimentacion
Supermercado,Alimentacion
Compra ropa,Ocio
Gasolina premium,Transporte
Mantenimiento casa,Vivienda
Taxi sitio,Transporte
Servicio caldera,Servicios
Carga de gasolina,Transporte
Crema facial,Ocio
Recibo servicio,Servicios
Servicio de plomería,Vivienda
Reparacion plomeria,Vivienda
Servicio medico,Salud
Plan internet,Servicios
Servicios de reparación hogar,Vivienda
Farmacia Similares,Salud
HIPOTECA,Vivienda
verdura,Alimentacion
Medicamento farmacia,Salud
Transporte publico,Transporte
Examen médico,Salud
UberEats,Alimentacion
Gas LP,Servicios
Utiles escuela,Educación
Pan dulce,Alimentacion
Cafeteria,Alimentacion
Rappi comida,Alimentacion
Ingles,Educación
Taxi sitio,Transporte
combustible,Transporte
Material de estudio,Educación
Recibo gas,Servicios
Mantenimiento casa,Vivienda
plomeria,Vivienda
Tarjeta movilidad,Transporte
Gas,Servicios
Cablebús,Transporte
Taxi Didi,Transporte
Taxi sitio,Transporte
Pago celular,Servicios
Estacionamiento vehículo,Transporte
Recibo de servicio,Servicios
muebles,Vivienda
Sombrero,Ocio
Clases privadas,Educación
Examen laboratorio,Salud
Pintura para interiores,Vivienda
mantenimiento edificio,Vivienda
Visita turistica,Ocio
Pago de electricidad,Servicios
Productos limpieza,Vivienda
WALMART,Alimentacion
Fisioterapia,Salud
Paseo turístico,Ocio
Farmacia Guadalajara,Salud
Despensa mensual,Alimentacion
Farmacias Guadalajara,Salud
Servicio streaming,Servicios
Didi food,Alimentacion
Clases de ingles,Educación
antibiotico,Salud
Carga gasolina,Transporte
Compra libro escolar,Educación
Credito hipotecario,Vivienda
Servicio Didi,Transporte
Analisis de laboratorio,Salud
Certificación profesional,Educación
Mantenimiento edificio,Vivienda
Alquiler,Vivienda
universidad,Educación
Pago de luz,Servicios
Hipoteca,Vivienda
Carga gasolina,Transporte
Psicologo,Salud
Mantenimiento casa,Vivienda
Reparación caldera,Servicios
walmart,Alimentacion
Factura agua,Servicios
Inscripción escolar,Educación
suscripcion netflix,Ocio
Servicio Didi,Transporte
Pastillas,Salud
Nutriólogo,Salud
Comida rapida restaurante,Alimentacion
Escuela,Educación
Consulta médica,Salud
Hipoteca,Vivienda
pantalon,Ocio
Clases de ingles,Educación
Gas LP,Servicios
Desayuno,Alimentacion
Telcel,Servicios
cartera,Ocio
Servicio de plomeria,Vivienda
Tutor,Educación
tortilleria,Alimentacion
Baile,Ocio
Decoración del hogar,Vivienda
Boleto concierto,Ocio
Pintura hogar,Vivienda
CAMISETA,Ocio
Pago internet,Servicios
Conferencia académica,Educación
Peaje,Transporte
Examen laboratorio,Salud
cafe,Alimentacion
Carga gasolina,Transporte
Compra de muebles,Vivienda
Pulsera,Ocio
Telcel,Servicios
Crema facial,Ocio
Evento,Ocio
Te,Alimentacion
Clases privadas,Educación
Receta medica,Salud
Compra electrodoméstico,Vivienda
cfe,Servicios
Agua embotellada,Alimentacion
hipoteca,Vivienda
tortilleria,Alimentacion
Certificacion profesional,Educación
Laboratorio medico,Salud
PEMEX,Transporte
servicio streaming,Servicios
Pintura interiores,Vivienda
Pago colegiatura,Educación
Pantalón,Ocio
colegiatura,Educación
reloj,Ocio
sacmex,Servicios
Viaje,Ocio
Pago de celular,Servicios
Clases idiomas,Educación
Gas LP,Servicios
Compra ropa,Ocio
Servicio agua,Servicios
Pago de electricidad,Servicios
Evento,Ocio
cafe,Alimentacion
Utiles escuela,Educación
Abono hipoteca,Vivienda
Servicio de plomería,Vivienda
Compra libros escolares,Educación
Médico,Salud
Suscripción Disney,Ocio
Clases de matemáticas,Educación
Inscripción escuela,Educación
Servicio Uber,Transporte
gasolina magna,Transporte
Decoracion casa,Vivienda
limpieza,Servicios
Natación,Ocio
Análisis de laboratorio,Salud
Videojuego,Ocio
Festival música,Ocio
Ferretería,Vivienda
taxi sitio,Transporte
Pago inscripción,Educación
Tienda de abarrotes,Alimentacion
certificacion,Educación
Alquiler vivienda,Vivienda
Metró,Transporte
Comic,Ocio
Cable,Servicios
alimentos,Alimentacion
examen medico,Salud
Cita medica,Salud
Productos para hogar,Vivienda
ESCUELA,Educación
Útiles escuela,Educación
surf,Ocio
GASOLINA,Transporte
Tortilleria,Alimentacion
Plan de internet,Servicios
Pastilla,Salud
dentista,Salud
Comida rapida,Alimentacion
Boleto cablebus,Transporte
Material ferreteria,Vivienda
walmart,Alimentacion
Compra ferreteria,Vivienda
Falda,Ocio
Examen laboratorio,Salud
Libro escolar,Educación
Calzado,Ocio
Tutorías,Educación
Ciclismo,Ocio
Pago inscripcion,Educación
WALMART,Alimentacion
Vitamina,Salud
Boleto tren,Transporte
Tour turistico,Ocio
Viaje en taxi,Transporte
Material didáctico,Educación
Artículos para hogar,Vivienda
Material de estudio,Educación
recarga telcel,Servicios
Pago gas,Servicios
Pasaje tren,Transporte
Pago cable,Servicios
stream,Ocio
Conferencia academica,Educación
Examen médico,Salud
Consulta medica,Salud
Pemex,Transporte
Yogur,Alimentacion
examen medico,Salud
Patinaje,Ocio
Seguro de gastos medicos,Salud
Libro escolar,Educación
mantenimiento edificio,Vivienda
Abarrotes,Alimentacion
Abono hipoteca,Vivienda
Sombrero,Ocio
Uber eats,Alimentacion
Senderismo,Ocio
Compra medicamento,Salud
Televisión por cable,Servicios
Pago Paramount,Ocio
Compra electrodomestico,Vivienda
Tren suburbano,Transporte
Clases de matematicas,Educación
Compra limpieza hogar,Vivienda
Abarrotes,Alimentacion
Juego,Ocio
Cafe,Alimentacion
Tacos,Alimentacion
Comic,Ocio
Examen medico,Salud
Plomeria,Vivienda
Hobby,Ocio
Zapatos,Ocio
Entrada teatro,Ocio
UNIVERSIDAD,Educación
Juego,Ocio
Café espresso,Alimentacion
Certificación profesional,Educación
Tarjeta Metro,Transporte
Visita guiada,Ocio
Diplomado,Educación
Yogurt,Alimentacion
Tacos,Alimentacion
Ingles,Educación
Paramount Plus,Ocio
Compra de comida,Alimentacion
Suscripcion Paramount,Ocio
Renta mensual,Vivienda
Compra libros escolares,Educación
Bolso,Ocio
Recarga Metro,Transporte
curso,Educación
Viaje transporte,Transporte
Jeans,Ocio
Comic,Ocio
Recibo de luz,Servicios
Carne,Alimentacion
Material escolar,Educación
Curso inglés,Educación
Pan,Alimentacion
cafe,Alimentacion
Cable,Servicios
Servicio streaming,Servicios
Medicinas,Salud
Paramount Plus,Ocio
gimnasio,Servicios
panaderia,Alimentacion
Pago agua,Servicios
Carnicería,Alimentacion
Mueble para sala,Vivienda
muebles,Vivienda
Material ferreteria,Vivienda
Examen certificacion,Educación
SACMEX,Servicios
Recarga tarjeta metro,Transporte
Yogurt,Alimentacion
Odontólogo,Salud
Cafeteria local,Alimentacion
Analgesico,Salud
Consulta doctor,Salud
Servicio gasolinera,Transporte
Compra medicamentos,Salud
Pintura casa,Vivienda
camiseta,Ocio
Boleto autobus,Transporte
Curso online,Educación
Nutriólogo,Salud
Material ferreteria,Vivienda
Boleto autobus,Transporte
Surf,Ocio
Congreso académico,Educación
Té,Alimentacion
Examen médico,Salud
Reparación caldera,Servicios
Compra de despensa,Alimentacion
Compra de comida,Alimentacion
Compra ferreteria,Vivienda
Calzado,Ocio
articulos de limpieza,Vivienda
netflix,Ocio
camiseta,Ocio
examen medico,Salud
taxi,Transporte
Analgesico,Salud
playera,Ocio
Estudios de laboratorio,Salud
Electrodoméstico,Vivienda
Carniceria,Alimentacion
Material didáctico,Educación
Pago alquiler,Vivienda
Fisioterapia,Salud
Gorra,Ocio
Ciclismo,Ocio
RECIBO CFE,Servicios
Antibiotico,Salud
Taxi sitio,Transporte
Tanque gas,Servicios
Compra en mercado,Alimentacion
vegetales,Alimentacion
Compra videojuego,Ocio
Tortilleria,Alimentacion
Recibo agua,Servicios
Disney,Ocio
Reloj,Ocio
Viaje Didi,Transporte
CFE,Servicios
Transporte público,Transporte
Clases de inglés,Educación
comida,Alimentacion
Plan de internet,Servicios
Té,Alimentacion
Escuela,Educación
Tarjeta Metro,Transporte
Mantenimiento departamento,Vivienda
Suscripción Disney,Ocio
Reparación electrodoméstico,Vivienda
Articulos limpieza,Vivienda
Telefonía móvil,Servicios
Refrescos,Alimentacion
Boleto de autobus,Transporte
Didi Food,Alimentacion
Pago telefonia,Servicios
Mensualidad escolar,Educación
Plomeria,Vivienda
PREMIUM,Transporte
Yogur,Alimentacion
autobus,Transporte
Mochila,Ocio
Servicios de reparación hogar,Vivienda
CFE pago,Servicios
Nutriólogo,Salud
Odontólogo,Salud
Estudio medico,Salud
CAFÉ,Alimentacion
Material educativo,Educación
CFE,Servicios
Consulta medica,Salud
Servicios de reparacion hogar,Vivienda
Servicio gas,Servicios
Medicamentos,Salud
DOCTOR,Salud
Nutriólogo,Salud
galleta,Alimentacion
Reparacion caldera,Servicios
Electrodomésticos,Vivienda
Internet,Servicios
Compra de despensa,Alimentacion
Inscripcion escuela,Educación
Pago gas natural,Servicios
Compra ropa,Ocio
Fragancia,Ocio
Pago telefonia,Servicios
Diplomado profesional,Educación
Antibiótico,Salud
Servicio médico,Salud
WALMART,Alimentacion
Pago crédito hipotecario,Vivienda
Comida rápida,Alimentacion
Terapia física,Salud
Análisis Laboratorio,Salud
Compra utiles escolares,Educación
Fisioterapia,Salud
Telefonía móvil,Servicios
Alquiler vivienda,Vivienda
Seguro vivienda,Vivienda
Gas,Servicios
Comida rápida,Alimentacion
Recibo de gas,Servicios
Servicio de plomería,Vivienda
Adornos para casa,Vivienda
comida rapida,Alimentacion
pago cfe,Servicios
Superercado,Alimentacion
Clases idiomas,Educación
Karaoke,Ocio
Boletos cine,Ocio
Comision Federal de Electricidad,Servicios
Clases de ingles,Educación
Cuota mantenimiento,Vivienda
Servicio medico,Salud
Recarga tarjeta transporte,Transporte
Pago de internet,Servicios
Restaurante,Alimentacion
Telcel,Servicios
Curso virtual,Educación
Pago Paramount,Ocio
Entrada teatro,Ocio
Estudios de laboratorio,Salud
Desayuno,Alimentacion
Crema corporal,Ocio
Gasolinera PEMEX,Transporte
Autobus,Transporte
Diplomado profesional,Educación
Consulta doctor,Salud
Comic,Ocio
Bolso,Ocio
Servicio agua,Servicios
Medicina,Salud
Medicinas,Salud
Gasolina premium,Transporte
DOCTOR,Salud
Cuota autopista,Transporte
Pago mensual renta,Vivienda
Clases de inglés,Educación
pago agua,Servicios
Estacionamiento vehículo,Transporte
Tortillas,Alimentacion
Queso,Alimentacion
Mantenimiento servicio,Servicios
Pasaje autobus,Transporte
Diplomado profesional,Educación
Doctor,Salud
Lacteos,Alimentacion
Comisión Federal de Electricidad,Servicios
Artículos para hogar,Vivienda
recibo CFE,Servicios
CURSO,Educación
Playera,Ocio
PERFUME,Ocio
taxi,Transporte
Tutorías,Educación
Tanque gasolina,Transporte
Mensualidad renta,Vivienda
Antibiotico,Salud
Pescado,Alimentacion
Medicamento farmacia,Salud
Antibioticos,Salud
Fotografia,Ocio
UBER,Transporte
Servicio limpieza,Servicios
tortilleria,Alimentacion
Compra farmacia,Salud
Paseo turistico,Ocio
Medicinas,Salud
Ciclismo,Ocio
Taxi Didi,Transporte
Tanque gasolina,Transporte
